ID,coffee_in_cafe,cost_beer,cost_coworking,cost_expat,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,latitude,leisure,lgbt_friendly,life_score,longitude,nightlife,nomadScore,nomad_score,peace_score,place,places_to_work,press_freedom_index,racism,safety,weed,City,Temperature (Celsius),Wind Speed (m/s),Latitude,Longitude,Description,Country,Rank_x,Visa-Free Access,GDP per capita (USD),  Dwellings without basic facilities,  Housing expenditure,  Rooms per person,  Household net adjusted disposable income,  Household net wealth,  Labour market insecurity,  Employment rate,  Long-term unemployment rate,  Personal earnings,  Quality of support network,  Educational attainment,  Student skills,  Years in education,  Air pollution,  Water quality,  Stakeholder engagement for developing regulations,  Voter turnout,  Life expectancy,  Self-reported health,  Feeling safe walking alone at night,  Homicide rate,  Employees working very long hours,  Time devoted to leisure and personal care,  Life satisfaction,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019,Rank_y,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year,GDP (in Trillions USD),GDP per Capita (in USD),Inflation Rate (%),Population (in Millions),Population Growth Rate (%),Urban Population (%),Life Expectancy (Years),Healthcare Expenditure per Capita (USD),Doctor-to-Patient Ratio,Literacy Rate (%),Education Expenditure as % of GDP,Internet Penetration (%),Smartphone Adoption (%),Energy Consumption (TWh),Renewable Energy Share (%),Military Expenditure (in Billion USD),Number of Active Military Personnel,CO2 Emissions (Million Metric Tons),Forest Coverage (%),Number of Airports,Road Network Length (in km),Public Transport Usage (%),Human Development Index (HDI),Gender Equality Index,Poverty Rate (%),Number of International Visitors (in Millions),Tourism Revenue (in Billion USD),Agricultural Land (%),Unemployment Rate (%),Labor Force Participation Rate (%),"Crime Rate (per 100,000)",Corruption Perception Index,Freedom of Press Index,Voting Participation Rate (%),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)"
97,5,5,559,7891,4029,0.6,34,0.8,0.6,0.8,19,37.42565,0.8,0.8,0.85,-122.13535,0.8,0.79,0.79,0.8,Palo Alto,0.8,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3.76,3.76,129.04,1614,2168,1,34.5,1,0.6,0.8,5,43.604652,0.8,0.8,0.84,1.444209,0.8,0.79,0.79,0.8,Toulouse,0.8,23.83,0.6,0.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5,5,350,2637,2834,0.8,34,0.8,0.6,0.6,0,35.4675602,0.4,0.6,0.82,-97.5164276,0.6,0.79,0.79,0.8,Oklahoma City,0.8,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.01,4.01,551.86,2969,3011,1,21.8,0.6,0.8,0.8,41,47.5674422,0.6,0.6,0.85,7.5975507,0.4,0.79,0.79,1,Basel,0.8,11.76,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.66,5.66,298.09,2448,2541,1,22.5,0.8,0.8,0.8,16,-16.9203338,1,0.8,0.86,145.7708595,1,0.78,0.78,1,Cairns,0.4,17.84,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,6.45,6.45,204.31,2330,3161,0.8,43.1,0.6,0.6,1,14,43.7695604,1,0.8,0.83,11.2558136,1,0.78,0.78,0.8,Florence,0.8,28.93,0.4,0.8,0,Florence,15.49,0.51,43.7667,11.25,clear sky,Italy,2nd,192,39580,0.6,22.5,1.4,29431,295020,8.6,58,4.8,37769,89,63,477,17,15.9,77,2.5,73,83.6,73,73,0.5,3.3,16.47,6.5,0.827,323.19,59,5,29,42,22,74,17,11,26,56.2,19.2,38.5,57,53.3,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.56,5.56,92.52,1654,1998,0.8,35.1,0.6,0.6,0.8,37,33.5987303,0.8,0.6,0.85,130.3172099,0.8,0.78,0.78,0.8,Fukuoka,1,28.67,0.6,1,0,Fukuoka,19.65,1.03,33.6064,130.4181,heavy intensity rain,Japan,2nd,192,33138,6.4,21.8,1.9,28872,294735,2.7,77,0.8,38515,89,,520,16,13.7,87,1.4,53,84.4,37,77,0.2,,14.1,6.1,0.866,366.2,47,3,70,34,37,82,20,23,46,46.1,13.4,30.4,53.7,27.8,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.79,1.79,157.93,1055,1886,0.6,52.9,0.6,0.6,1,38,46.766667,0.6,0.2,0.79,23.583333,0.93,0.78,0.78,0.8,Cluj,0.8,24.29,0.4,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4.14,4.14,235.14,2654,3178,0.6,21.2,0.6,1,0.8,13,59.8921328,0.8,0.8,0.84,10.7940429,0.6,0.78,0.78,1,Oslo,0.8,8.79,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5,5,100,2117,3179,0.8,34,0.6,0.6,0.8,47,38.6270025,0.6,0.8,0.83,-90.1994042,0.6,0.78,0.78,0.8,St. Louis,0.8,22.49,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,0,5.61,1222,1575,0.4,74.9,0.8,0.2,0.6,8,-8.6726769,0.8,0.18,0.74,115.1542222,0.8,0.78,0.78,0.6,Denpasar,0.8,41.72,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.87,1.87,261.86,1759,2114,0.6,74.9,0.6,0.2,1,5,-8.6478175,0.8,0.4,0.76,115.1385192,0.6,0.78,0.78,0.6,Canggu,0.8,41.72,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1.69,1.69,177.31,1988,1734,0.6,70.4,0.2,0.2,1,0,20.6295586,1,0.6,0.74,-87.0738851,1,0.78,0.78,0.6,Playa del Carmen,0.8,49.33,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1.46,1.46,233.07,1152,1870,0.4,65.3,0.4,0.4,0.82,12,-19.9166813,0.42,0.6,0.73,-43.9344931,0.6,0.78,0.78,0.6,Belo Horizonte,0.8,32.62,0.8,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2.99,2.99,281.82,1463,1966,1,36.1,1,0.6,0.96,99,33.4924276,0.8,0.64,0.84,126.5201336,0.6,0.78,0.78,0.8,Jeju Island,0.4,28.58,0.45,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5,5,400,2616,3159,0.8,34,1,0.6,1,33,40.7607793,0.62,0.8,0.87,-111.8910474,0.6,0.78,0.78,0.8,Salt Lake City,0.8,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2.58,2.58,89.37,1266,2081,1,23.8,0.6,0.8,0.8,0,46.8032826,0.6,1,0.82,-71.242796,0.4,0.78,0.78,1,Quebec City,0.8,15.26,1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4.37,4.37,311.88,2555,2687,1,32.4,0.6,0.6,0.8,0,52.9547832,0.6,0.8,0.83,-1.1581086,0.8,0.78,0.78,0.8,Nottingham,0.8,21.7,1,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2.38,2.38,212.16,3359,3765,1,32.9,0.6,0.2,0.62,55,1.2800945,0.8,0.4,0.86,103.8509491,1,0.78,0.78,0.8,Singapore,0.6,52.96,0.8,1,0,Singapore,26.82,0.51,1.2897,103.8501,broken clouds,Singapore,1st,195,,,,,,,,,,,,,,,,,,,,,,,,,,0.887,245.26,9,5,19,14,46,71,13,67,4,76.7,67.2,72.1,74.6,50.4,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2.43,2.43,121.7,1213,2128,0.4,40.7,0.6,0.6,0.8,21,52.2296756,1,0.42,0.8,21.0122287,1,0.78,0.78,0.8,Warsaw,0.8,23.89,0.4,0.62,0,Warsaw,15.3,2.57,52.2298,21.0118,clear sky,Poland,6th,188,23014,2.3,21.2,1.1,23675,233221,5,69,0.6,32527,94,93,513,18,22.8,82,2.6,68,78,60,71,0.5,4.2,14.68,6.1,0.859,291.23,53,4,11,29,30,65,25,16,59,40.8,17.1,29.5,36.8,35,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,6.24,6.24,249.5,3569,3020,0.8,32.4,0.44,0.6,0.8,14,51.5073509,1,0.82,0.82,-0.1277583,1,0.78,0.78,0.8,London,0.8,21.7,1,0.6,0,London,7.67,2.57,51.5085,-0.1257,scattered clouds,United Kingdom,4th,190,51075,0.5,23.2,2,33049,524422,3.3,75,0.9,47147,93,82,503,17,10.1,82,3.1,68,81.3,73,78,0.2,10.8,14.94,6.8,0.86,296.85,31,10,40,64,15,55,22,20,22,62,31.1,47.1,56.9,62.7,115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2.69,2.69,76.35,1219,1519,0.6,47.4,0.6,0.8,0.6,28,56.9707259,0.6,0.6,0.75,24.1298491,0.44,0.78,0.78,0.8,Riga,0.8,17.38,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7.55,7.55,290.54,2827,3135,1,22.5,0.2,0.8,0.8,7,-27.4710107,0.6,0.8,0.83,153.0234489,0.6,0.78,0.78,1,Brisbane,0.8,17.84,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3.32,3.32,221.57,2010,2596,1,23.8,0.6,0.8,0.8,0,44.6488625,0.6,0.6,0.82,-63.5753196,0.4,0.77,0.77,1,Halifax,0.8,15.26,1,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,5,5,21,3221,2564,0.8,34,0.8,0.6,0.8,23,35.2030728,0.8,0.8,0.85,-80.9796106,0.8,0.77,0.77,0.8,Charlotte,0.4,22.49,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,5,5,350,3089,4217,0.8,34,0.6,0.6,1,61,40.0149856,0.8,0.8,0.93,-105.2705456,0.8,0.77,0.77,0.8,Boulder,0.8,22.49,0.8,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.08,1.08,129.04,1393,2054,1,43.4,1,0.8,1,13,59.4369608,0.62,0.8,0.8,24.7535746,0.8,0.77,0.77,0.8,Tallinn,0.8,14.31,1,0.8,0,Tallinn,9.07,2.57,59.437,24.7535,clear sky,Estonia,9th,185,31855,5.7,17,1.7,23784,188627,5.4,74,1.2,30720,95,91,526,18,5.9,86,2.7,64,78.8,57,79,1.9,2.2,14.98,6.5,0.892,,,,,,,,,,36,52,15,34.2,46.4,50.6,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5.31,5.31,88.48,1580,2327,0.8,36.2,0.4,0.8,0.6,7,-34.883611,0.6,0.93,0.79,-56.181944,0.4,0.77,0.77,0.8,Montevideo,0.8,15.88,0.8,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,7.5,7.5,35,2464,3281,0.8,34,0.6,0.6,1,18,48.74908,0.6,0.8,0.83,-122.4781473,0.4,0.77,0.77,0.8,Bellingham,0.8,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.93,1.93,266.01,1418,1510,0.6,70.4,0.4,0.2,0.8,0,19.4326077,0.8,0.6,0.72,-99.133208,1,0.77,0.77,0.6,Mexico City,0.8,49.33,0,0.42,0,Mexico City,26.68,7.6,19.4285,-99.1277,scattered clouds,Mexico,23rd,159,15249,25.9,17.8,1.1,16269,,4,59,0.1,16230,77,42,416,15,20.3,75,3.2,63,75.1,66,42,26.8,27,,6,0.551,576.05,89,49,88,31,15,74,65,26,60,40.2,15.5,28.4,43.4,35.7,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4.53,4.53,565.99,3888,2986,0.8,22.5,0.2,0.8,1,20,-28.0172605,1,0.8,0.83,153.4256987,0.6,0.77,0.77,1,Gold Coast,0.4,17.84,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.62,6.62,92.52,2092,2170,0.8,35.1,0.6,0.6,0.8,15,35.1680298,0.8,0.6,0.83,136.8415599,0.6,0.77,0.77,0.8,Nagoya,1,28.67,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3.7,3.7,92.52,1728,2127,0.8,35.1,1,0.6,0.8,10,34.6937378,0.6,0.6,0.81,135.5021651,0.8,0.77,0.77,0.8,Osaka,0.8,28.67,0.6,1,0,Osaka,19,1.54,34.6937,135.5022,light rain,Japan,2nd,192,33138,6.4,21.8,1.9,28872,294735,2.7,77,0.8,38515,89,,520,16,13.7,87,1.4,53,84.4,37,77,0.2,,14.1,6.1,0.866,366.2,47,3,70,34,37,82,20,23,46,46.1,13.4,30.4,53.7,27.8,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.41,1.41,135.65,1016,812,1,78.8,0.2,0.2,0.8,15,7.6556,0.62,0.8,0.73,99.0419,0.43,0.77,0.77,0.4,Ko Lanta,0.4,44.53,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6,6,199,4134,4306,1,34,0.6,0.6,1,6,21.3069444,1,0.8,0.88,-157.8583333,0.8,0.77,0.77,0.8,Honolulu,0.8,22.49,0.8,1,1,Honolulu,26.6,6.17,21.3069,-157.8583,scattered clouds,United States,8th,186,85373,0.1,18.3,2.4,51147,684500,4.2,67,0.5,69392,94,92,495,17,7.7,88,3.1,65,78.9,88,78,6,10.4,14.57,7,0.823,456.31,51,25,75,81,24,68,36,21,9,70.4,41.7,56.6,75,67.2,142.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2.42,2.42,116.26,1232,1120,0.2,75.5,0.6,0.4,0.6,16,50.4501,0.62,0.2,0.64,30.5234,0.6,0.77,0.77,0.4,Kiev,1,32.93,0.38,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2.58,2.58,349.25,2029,2855,0.6,,0.6,,0.6,23,22.2076589,1,0.4,0.81,113.5499505,0.6,0.77,0.77,,Macau,0.4,,0,0.6,0,Macau,26,3.6,22.2006,113.5461,scattered clouds,China,60th,85,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,444.55,23,6,70,86,44,78,29,80,85,31.7,12.3,22.4,36.8,20.6,73.3,2011.5,14.26833333,10003.33333,2.4075,1396.36875,0.2975,60.12,76.60125,447.31875,1.79375,96.18,3.999583333,65.23833333,69.93875,6719.533333,29.26625,258.3458333,2068193.75,9936.666667,21.94833333,238.16,5036041.667,33.82708333,0.759583333,0.81,2.012916667,64.37416667,120.6,54.52916667,3.57,63.02375,100.1125,41.95583333,177.7370833,71.79583333,,,,,,,,
134,5.05,5.05,35,2076,2597,0.8,34,0.8,0.6,0.8,23,39.1362562,0.8,0.6,0.84,-84.6804857,0.8,0.77,0.77,0.8,Cincinnati,0.8,22.49,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,3.69,3.69,88.63,1760,2472,1,23.8,0.6,0.8,1,0,45.4215296,0.6,0.4,0.84,-75.6971931,0.4,0.77,0.77,1,Ottawa,0.8,15.26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,5,5,500,2774,3535,0.8,34,0.6,0.6,1,52,39.9611755,0.6,0.64,0.83,-82.9987942,0.6,0.77,0.77,0.8,Columbus,0.8,22.49,0.8,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4.37,4.37,99.8,2769,3238,1,32.4,0.4,0.6,0.8,0,55.953252,0.6,0.8,0.84,-3.188267,1,0.77,0.77,0.8,Edinburgh,0.8,21.7,1,1,0,Edinburgh,5.79,4.12,55.9521,-3.1965,clear sky,United Kingdom,4th,190,51075,0.5,23.2,2,33049,524422,3.3,75,0.9,47147,93,82,503,17,10.1,82,3.1,68,81.3,73,78,0.2,10.8,14.94,6.8,0.86,296.85,31,10,40,64,15,55,22,20,22,62,31.1,47.1,56.9,62.7,115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7.11,7.11,60.39,2816,2810,0.8,21.3,0.2,0.8,0.8,7,-36.8484597,0.6,1,0.82,174.7633315,0.6,0.77,0.77,1,Auckland,0.8,10.01,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3.23,3.23,215.07,1394,1964,0.8,29.2,0.4,0.8,1,20,40.6405055,0.95,0.62,0.8,-8.6537539,0.58,0.76,0.76,1,Aveiro,0.4,17.27,0.6,0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3.77,3.77,237.72,1944,2248,1,22.5,1,0.8,1,30,-42.8819032,1,0.8,0.88,147.3238148,0.6,0.76,0.76,1,Hobart,0.4,17.84,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.75,1.75,142.21,809,1206,0.4,67,0,0.4,0.6,15,41.9973462,0.6,0.4,0.69,21.4279956,0.4,0.76,0.76,0.6,Skopje,0.8,36.09,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,4,4,366,2230,2590,1,34,0.8,0.6,0.8,70,29.651634,0.6,0.62,0.83,-82.324829,0.6,0.76,0.76,0.8,Gainesville,0.4,22.49,0.76,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,6.62,6.62,92.52,1684,2258,0.8,35.1,0.6,0.6,0.8,27,34.39383,0.6,0.6,0.82,132.3716599,0.8,0.76,0.76,0.8,Hiroshima,0.4,28.67,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2.92,2.92,145.84,1687,2147,1,74.9,0.8,0.2,1,6,31.230416,1,0.38,0.76,121.473701,0.96,0.76,0.76,0.6,Shanghai,0.8,80.96,0.8,0.82,0,Shanghai,18.12,6,31.2222,121.4581,mist,China,60th,85,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,444.55,23,6,70,86,44,78,29,80,85,31.7,12.3,22.4,36.8,20.6,73.3,2011.5,14.26833333,10003.33333,2.4075,1396.36875,0.2975,60.12,76.60125,447.31875,1.79375,96.18,3.999583333,65.23833333,69.93875,6719.533333,29.26625,258.3458333,2068193.75,9936.666667,21.94833333,238.16,5036041.667,33.82708333,0.759583333,0.81,2.012916667,64.37416667,120.6,54.52916667,3.57,63.02375,100.1125,41.95583333,177.7370833,71.79583333,,,,,,,,
145,4.37,4.37,248.26,2894,3273,0,32.4,0.8,0.6,0.8,0,50.82253,0.6,0.8,0.84,-0.137163,0.8,0.76,0.76,0.8,Brighton,0.8,21.7,1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.52,1.52,77.34,1080,1275,0.6,70.4,1,0.2,0.8,0,21.161908,1,0.4,0.76,-86.8515279,1,0.76,0.76,0.6,Cancun,0.4,49.33,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,4.63,4.63,616.1,2752,2908,0.8,34,0.8,0.6,1,27,30.4413992,1,1,0.88,-91.2487482,1,0.76,0.76,0.8,Baton Rouge,0.8,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,5.24,5.24,92.52,2160,2062,0.6,35.1,0.8,0.6,0.6,12,35.4619298,0.8,0.4,0.81,139.5492099,0.6,0.76,0.76,0.8,Yokohama,0.4,28.67,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4.37,4.37,324.36,3268,2874,0.8,32.4,0.4,0.6,1,0,52.205337,0.4,0.8,0.82,0.121817,0.4,0.76,0.76,0.8,Cambridge,0.8,21.7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2.43,2.43,121.7,1502,2478,0.42,40.7,0.6,0.6,0.8,30,51.1078852,0.6,0.4,0.77,17.0385376,0.6,0.76,0.76,0.8,Wrocław,0.8,23.89,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,5.38,5.38,161.3,3179,3292,0.6,22.5,0.4,0.8,0.6,31,53.3498053,0.62,0.8,0.83,-6.2603097,1,0.76,0.76,1,Dublin,0.8,12.4,1,0.96,0,Dublin,19.87,7.2,37.7021,-121.9358,clear sky,Ireland,3rd,191,106059,0.2,20.6,2.1,29488,370341,2.6,68,1.2,49474,96,85,505,18,7.8,80,1.3,63,82.8,84,76,0.5,4.7,14.54,7,0.892,247.31,35,4,29,33,19,49,21,20,14,64.4,42.3,53.8,59.3,65.3,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,8.6,8.6,268.83,2256,3500,0.6,43.1,0.2,0.6,0.8,29,45.070312,0.8,0.2,0.79,7.6868565,0.4,0.76,0.76,0.8,Turin,0.8,28.93,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
